name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.design_view_stats` has multiple permissive policies for role `anon` for action `SELECT`. Policies include `{""Anyone can view stats"",""Service role can update stats""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""design_view_stats"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_design_view_stats_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.design_view_stats` has multiple permissive policies for role `authenticated` for action `SELECT`. Policies include `{""Anyone can view stats"",""Service role can update stats""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""design_view_stats"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_design_view_stats_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.design_view_stats` has multiple permissive policies for role `authenticator` for action `SELECT`. Policies include `{""Anyone can view stats"",""Service role can update stats""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""design_view_stats"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_design_view_stats_authenticator_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.design_view_stats` has multiple permissive policies for role `dashboard_user` for action `SELECT`. Policies include `{""Anyone can view stats"",""Service role can update stats""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""design_view_stats"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_design_view_stats_dashboard_user_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.designs` has multiple permissive policies for role `anon` for action `SELECT`. Policies include `{designs_select_admin,designs_select_public}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""designs"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_designs_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.designs` has multiple permissive policies for role `authenticated` for action `SELECT`. Policies include `{designs_select_admin,designs_select_public}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""designs"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_designs_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.designs` has multiple permissive policies for role `authenticator` for action `SELECT`. Policies include `{designs_select_admin,designs_select_public}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""designs"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_designs_authenticator_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.designs` has multiple permissive policies for role `dashboard_user` for action `SELECT`. Policies include `{designs_select_admin,designs_select_public}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""designs"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_designs_dashboard_user_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.downloads` has multiple permissive policies for role `anon` for action `SELECT`. Policies include `{downloads_select_admin,downloads_select_own}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""downloads"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_downloads_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.downloads` has multiple permissive policies for role `authenticated` for action `SELECT`. Policies include `{downloads_select_admin,downloads_select_own}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""downloads"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_downloads_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.downloads` has multiple permissive policies for role `authenticator` for action `SELECT`. Policies include `{downloads_select_admin,downloads_select_own}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""downloads"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_downloads_authenticator_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.downloads` has multiple permissive policies for role `dashboard_user` for action `SELECT`. Policies include `{downloads_select_admin,downloads_select_own}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""downloads"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_downloads_dashboard_user_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.payment_history` has multiple permissive policies for role `anon` for action `SELECT`. Policies include `{""Service role can manage payment history"",""Users can view own payment history""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""payment_history"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_payment_history_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.payment_history` has multiple permissive policies for role `authenticated` for action `SELECT`. Policies include `{""Service role can manage payment history"",""Users can view own payment history""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""payment_history"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_payment_history_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.payment_history` has multiple permissive policies for role `authenticator` for action `SELECT`. Policies include `{""Service role can manage payment history"",""Users can view own payment history""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""payment_history"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_payment_history_authenticator_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.payment_history` has multiple permissive policies for role `dashboard_user` for action `SELECT`. Policies include `{""Service role can manage payment history"",""Users can view own payment history""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""payment_history"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_payment_history_dashboard_user_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.subscription_history` has multiple permissive policies for role `anon` for action `SELECT`. Policies include `{""Admins can manage subscription history"",""Users can see own subscription history""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""subscription_history"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_subscription_history_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.subscription_history` has multiple permissive policies for role `authenticated` for action `SELECT`. Policies include `{""Admins can manage subscription history"",""Users can see own subscription history""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""subscription_history"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_subscription_history_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.subscription_history` has multiple permissive policies for role `authenticator` for action `SELECT`. Policies include `{""Admins can manage subscription history"",""Users can see own subscription history""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""subscription_history"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_subscription_history_authenticator_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.subscription_history` has multiple permissive policies for role `dashboard_user` for action `SELECT`. Policies include `{""Admins can manage subscription history"",""Users can see own subscription history""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""subscription_history"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_subscription_history_dashboard_user_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.user_activity` has multiple permissive policies for role `anon` for action `SELECT`. Policies include `{""Admins can see all activity"",""Users can see own activity""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""user_activity"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_user_activity_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.user_activity` has multiple permissive policies for role `authenticated` for action `SELECT`. Policies include `{""Admins can see all activity"",""Users can see own activity""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""user_activity"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_user_activity_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.user_activity` has multiple permissive policies for role `authenticator` for action `SELECT`. Policies include `{""Admins can see all activity"",""Users can see own activity""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""user_activity"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_user_activity_authenticator_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.user_activity` has multiple permissive policies for role `dashboard_user` for action `SELECT`. Policies include `{""Admins can see all activity"",""Users can see own activity""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""user_activity"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_user_activity_dashboard_user_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.user_favorites` has multiple permissive policies for role `anon` for action `SELECT`. Policies include `{""Admins can view all favorites"",""Users can view own favorites""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""user_favorites"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_user_favorites_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.user_favorites` has multiple permissive policies for role `authenticated` for action `SELECT`. Policies include `{""Admins can view all favorites"",""Users can view own favorites""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""user_favorites"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_user_favorites_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same `role` and `action` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table `public.user_favorites` has multiple permissive policies for role `authenticator` for action `SELECT`. Policies include `{""Admins can view all favorites"",""Users can view own favorites""}`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""user_favorites"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_user_favorites_authenticator_SELECT
